video_id,cleaned_transcript,labels,generated_labels
tPc7z06szSM,actual back bid buy cheapest he left like mccormack nice obvious one pick player profit realli see sold trade um,"[0, 1, 63, 167]",
UJFiCFGgFWo,anyway dlc ecstat final game gonna guy happi im let like mom morn open sorri spiderman stanley sticker time torn uh video wait xbox yeah,"[354, 3648]",
UP3QQfr2cHg,align although attach beam bolt cm distanc everywher fasten fit gantri hole left mayb one side size squar support threat touch vert vertic wood zoom,"[62, 1408]",
URv3OcZWKVc,bab babi bbe ch chang changey chest give gl golden make music never one reason trea treasur,"[3, 4, 9, 324]",
1YQZRBP5Sug,alloy australia bodi car deregist door doubl drive engin futur grand highway inch introduc kit navig regist slide star twowheel uh um,"[2, 7, 235, 1106]",
NnjjQLGAVkE,aogi chang christma crap crebo dead gain go hurt jerk kill kuruma monster move music oh pain piec pleas reaper snow thing though tick tock ye yeah,"[0, 1]",
6lRzYqlYiNw,allain alreadi ankl blanket bn boston brace brain bw childhood compo drug fight gang girl got greedi grimi hammi hit ident jan kick kid line mari mighti mpc nigg piggi ra rai rap revert rhym sa shame slang spark stole welc,"[60, 68, 72, 98, 151]",
VwTgcObAh0g,ach applaus boness complet energ featur forex gi music power prode relas releas ws,"[0, 193, 1401]",
NHQz5N8HDl4,bake bakeri chocol grandma grandmoth jod jodi kachi kalachi lethal look margarin night old pecan recip tast zam,"[11, 20, 22]",
VOzExfzRau0,area center cover flag go headquart jump littl montag nice realli shot spot tomahawk top uh van wall window your,"[0, 1, 36, 94, 142]",
FCWGw911B5o,big br calm catch command deal dress fought good okay reaper relax run sir swoon thresa thresher well,[737],
GCP1bN5kGCw,autograph bloke bought came dune edinburgh fan franc intrus kiss let premier thought tri would yeah,[939],
eEHgqg5Z48o,articl button click download extract file firmwar forgotten go md olden phone press volum your,[115],
mXJtcDpM9B4,back daniela dummi half he mason newcastl newton panther willi,"[0, 237, 312]",
avBCMOoRkow,first hear imat immedi make name one releas want ye yet,"[3, 6]",
Hu9L0UjPvFU,belong boy bring ddi dir freak like make moov move play sex sexi shi sweet yeah,[1092],
ddcU2pfY-0g,brushx burn carri fast firecrack forgot fuse huh match music nobodi reed remind thick vase wagon woo woohoo,[310],
lTmye0rI0do,buddi car carl chrysler dose ejector eli fresh girl hast hear heard hillari loko lonni mcdonald minivan ohara pornographi ronzo shout snapback snobbi song swaggin synagogu talkin topclass wed whose yall,"[2, 7]",
WxB0yNuDvHA,bu bust chi chichin chin chong comedi cop go grass hyster licens man pad smoke van,[25],
JPI-nhOX9uQ,dont door faster go god grab guess im jesu know oh page right slender that there wait what,"[0, 1, 1868]",
1AwIUWIfaqg,abner anelo bwe champion hawaiian ko lb mexico moreno mz nois panama selmo shock super undef wbc,[92],
ztuX5l06zWY,acid alvein amino bca bcaa calori essenti flavor got gr instant instra isolin like lucin optimum orang powder refuel serv sugari supplement tast uh um workout,"[579, 1069]",
sra5dstOI-c,apart balconi bigg build chopper fire firefight live mr news piney rescu right scene shamari silver slowli spring,"[296, 359]",
biEEkh02pA8,add along avail bulk card case easi galaxi go grip iphon issu look plu pop resist scale storag veru weight well whatsoev,"[21, 23, 24, 73, 115]",
4XPVx7Q7bvI,bed burp day honest hotel lazi like pamper routin tag thirsti yeah,[39],
UFxuX8luvM4,forum game get go guy minecraft pj pretti qa server stream stuff sub support tank that uh um video watt week weekend xp,"[0, 1, 223, 287, 323]",
4_RW464HwfM,alley back bank basic build cannot climb fall glitch go guy jump kind ladder map maze misplac right see spawn uh um underground youll,"[0, 1, 35, 85]",
4d157QV2RFo,applaus day everi fore music pika,"[5, 16]",
Z2fwEJ7gM0s,academ acquaint boss cigarett citi drink either gon got hate hurt im ima keep let life live man mattress rap recit reenact regret resign shakespear smoke someon stick think titl told trepid us vapid,"[21, 23, 24, 132]",
kVld5c-egZo,beast bridg crazi crew dre dread folk game get go guy heyi im kind lai lebron look neil right shoot shot,"[0, 1, 63, 989, 1047]",
yWkOr5vCP4k,arm bodi circl clean construct draw footbal go im indic like line middl nose shape sort start stewi underneath usual,"[5, 49, 80, 265]",
BFUly0Fg-Oo,coin daniel enjoy episod inform list player profit sell uh um,"[0, 1, 63, 167, 335]",
BIGFeFuL75Y,breed creatur discov exclus footwear group herd highli migrat report scientist seem speci tribik unclear uniqu westport,"[210, 271, 315]",
BJjRBxlJJ_0,activ actual also app bluetooth button clock configur conn cool digit display fae get got itll kind pocket pretti rate send sensor tap that thing uh want weve wifi yeah zoom,"[24, 343]",
BKfnWXxPyPE,bottom bu bumper butler choke come cor front gari go goino got green hardon he hon isl itch jimmi mar march meanwhil middl mor outsid pch sami strunk tri,"[17, 19, 448, 659]",
BKMVzTRkWPs,aarian alex applaus ball colton crimson ever everett felon fumbl gillett hawk music number seian yard zarian,"[0, 79, 91]",
MnfcOs0FKNw,al andr carl derel fight fr hashtag heyman know network pbc possibl rematch uh,[92],
dxj5J9OpWGA,base calcul equal equat evalu expon exponenti log logarithm must power th variabl write,[1676],
e3CxLpcmKjE,beggin bent clear clearli cold demonstraton divemast diver element exceric flood import instructor key mask modul nose preper rememebr replac slowli thier water,"[274, 366]",
x76Uf2KKUdQ,busi campu economi hous impact local lot produc recycl student sustain term think town,"[429, 1945]",
wqY4AGuULuw,blow carolina come feed got im like ride rock said say see sp stop take want whole,"[46, 107, 109, 114]",
wyIGWnvbAbw,applaus barney cjp clean dig erni fingernail garden germ global glove hand health healthi mani music org poison rub thoroughli touch use,[146],
Verx1qU5qgo,australia away back behind benefit button call doubt drag hassi incred india line michael might press umpir wrong,"[0, 523, 802]",
VjNL9uM3j2A,alejandra band beatl bye crunch germani glow guitar jangli mapl powerpuff rickenback shrill smithereen sound uh use vintag weller,"[4, 9, 10, 37]",
jNf7W2dumFw,close combat gate legend nietzsch,"[0, 1, 93, 102]",
SIP1SpR-6CE,aerob alreadi anoth applaus calgari chill especi excit feel fine like loung music myor next peopl quieter rememb row sit song sound stand subdu test true uh um want your,"[3, 4, 6, 9, 10]",
n1wdbL9Rptg,aint ass beat big count deserv get go hit im nevil nxt oh ray ref rich right titl train wwe,"[0, 1, 63, 245, 352, 1185]",
MdOnYtSEVYs,applaus la music oh,"[669, 871]",
XFDENFx1Esc,beauti classic flavor fruit gono indic itali italian kean kianti nole reserva sour tangi thumb truli villa wine,"[11, 229, 877]",
EMHEs8dEQiM,crumbl face fall hero let sky stand togeth,"[25, 268]",
lc0rhfVWmxI,arnold base bernel field harston hit left pitch rbi rip score second shelbi throw two wildcat,"[0, 538]",
lgnVwLsjDAk,appli bone brow brush cheek color contour elv eye eyelid eyeshadow face go ill im lip makeup palett powder take,[39],
_Ozr-sad9Ko,ankl bank bolt foot front go mostli park scoop set skate stair teach tray want your,"[68, 72]",
wQg1IkCIXCg,bear board gonna homemad inch know like longboard make millimet nice nose side symmetr templat um video,[452],
D-DT3kR_eN4,bu even feel ine music start strong,"[0, 27, 88]",
0P6mHCdQ-CA,bingcom bring command devic differ easili guy itll mail messag new respr search sm spot spotlight tweak type websit yahoo,"[21, 23, 24, 73]",
6w2hYFLvRls,game issu kill map modern play sort spam streak there uav uh um warfar,"[0, 1, 36, 142, 185]",
K5pN0scRQw8,also anyth cayenn detail emg equip faton gaug lot mirror neuro nicer one park parktron porsch rear sensor snow tiff tiptron truck vehicl volkswagen zenon,"[2, 7, 116, 197, 316, 1709, 2902]",
pfgm4Ye5_74,cook dont emil food guess ill marta mean pact richter summon vanguard youv,"[0, 1, 5, 744, 1963]",
E3kBotzEBC4,alarm bottom button casio color count extrem gshock measur mode press quick regular ricki screen stopwatch time top uniqu watch,"[146, 343, 1934]",
EAaOEo-wsyA,amobia auto autograph beck bradi bush chandler dual duel dwayn higgin jarrett jersey joe john johnni lee letter letterman number oki one pack patch raider rooki thoma thread two,"[21, 23, 3245]",
SJ2-6-QrxPM,bait catch conquest cor fish gear go got he hook island lbr lefti music nice plier reel rig schmid schmidt uh,"[43, 60, 101, 286, 374, 693, 873, 1503]",
DlzNlhqQDgQ,cellar collect rack storag wine,"[11, 877]",
DGtXJ9ygUbM,candi cinnamon covent got licoric like nerd penc pound rope sweet theyr thing um wild wonka,[817],
OmlXkq0qLHg,cut galer grind laser motocross rotor stamp supercross um wave,"[2, 7, 1000, 2512]",
D7Q-BF_cFMU,brother charact combo damag differ fight game mechan oppon percentag smash stage super system,"[0, 1, 5, 69, 105, 234, 467, 628, 678]",
amxZp8B8CrQ,captur chrome click entir exampl googl google imag page png print screen tab tumblr use web webpag,"[588, 997, 3852]",
apP7nZJIKEY,anger captain continu corpor corrupt cycl elect give lewi money pension polic protest suprem uh vent your,[885],
dGMNPXcxZV4,affleck anybodi armageddon astronaut bacteria bruce bryer bui darkest finest freaki fullblown graci hazard hotti im jerri liv love marri meteor never oscar patton pay phli quit save state theyv thoron track unit waa willi world,[25],
dKzWIDECJd8,best episod friend funni know patrick quiz sad spong spongebob tiger,[16],
gljnqESNlAo,boss cop dont empti ever evil forgiv gavin girlfriend god gonna harri holli inexplic jumper liker lord love marri noon occur resist roof sexi shall shayna shepherd smash sore tam temptat valley wife world yea your,[25],
To3oYGvdRHM,chic conceal copper curiou dont eyelin ill know last like lip one pick primer prism sephora tend uh um,"[39, 393]",
LA9XR4nxTwM,barbi boutiqu cheap chic euro font gorgeou know littl moschino mosquito one parfum ribbon star unbox,[441],
3VrOOjIeqNU,actual bikini bought cuz dont got haul kind know like one pick primark realli sale skirt um yeah,"[39, 66, 202]",
Wg4wQzSG5iA,crystal dimens dream franchis game gi giana gianna persona platform requir shift sister travers,"[0, 1]",
IVq8wcEqEBs,charleston choreographi class danc dancer dawn demo fanci get go gonna hop lindi mistak mix right rob show start uh upcom updat video websit yep,"[8, 383, 807]",
_FVLeRNMq64,card deck energi fact featur format freez go iasi mew mewtwo move much peak pictur plasma pokemon prereleas pretti probabl promo right see sill tect that tx worth,"[49, 81, 447, 790, 2280]",
ZFgLc5LgD4c,artwork ceil classroom clip easier hang hold hook light loop onto paper paperclip reach stick trick um use yard,[1245],
fdbqq-jQMhM,aint babi come dont door ever got heart ladi nice see she sheist sister somebodi took wo woo yeah,"[3, 4, 6, 9, 10, 13, 28, 38]",
8p8EY_5A9fg,babi bel broken feel girl goodby heart jagger late like lov love make mind miseri morn move paralyz spend sun wont,[14],
tV25Wf54Nu4,adduct analyt averil azula babri buddhist bushka cajun catalyst chickade cruce ella eros esto gareth giri gucci iik junipero lydia makayla manuscript microbiota mukerji nato nico orphanag padilla pahadi phrenolog pishko pismo polka ramudu rani serio shambala shapiro subpoena tenabl thiago,"[60, 239]",
tZrmTr05AyQ,cham justic sooki want ye,"[885, 2262]",
G27cxm3xTW8,acoust chord drake finger fret gth minor onto play song string tune uh ukulel,"[9, 10, 34]",
9nMDR_mjnPY,cup divis fifa game get guy header im moment onlin penalti ramo score season see sergio seri shot win,"[0, 1, 63]",
YfVoELKqdX0,applaus belong car citi cross de decis ding fast feel forest got li make mayb music schol shoulder somewher towher,"[50, 65, 355, 781, 1072]",
LaltG63NOGw,blaster contest danc drop gentlemen ghetto great heard hous join ladi music nois okay parti peopl pp somebodi speak st wlib,[8],
f-VNGHjxbzM,attract behind break bs distract get im long monster music must reaction readi satisfact sing surpris want,"[5, 16, 49, 244, 292]",
mv92-KteEnk,anakin arm aveng bent black bow brown decal hair half hawkey head lego tape toothpick uh um,"[26, 130, 435, 3849]",
E0hNIC_epu8,adher adhes alreadi go kind like littl nail pinki press tab theyr tutori um undersid,"[181, 216, 222, 249]",
YMrwkCVpa4I,music oh,"[6, 8, 206]",
2OZ7sM-SF9o,anthoni basic bicep byeby chin curl demonstr exercis form go grab gym howto like music rare way width workout,"[100, 161, 567, 704, 1515]",
2PC52RFx_KM,anyon back compi ever format gate go got guest hand hold hug keep killer long medicin mer mistaken odd pal prison rank rest rick spill toon walker weapon woodburi world your,[25],
9g6gr2vSA98,airplan away barrel beast birthday breach civil crappi descript door feet garag god hangar hit ing let load manual matt musket probabl pump reservoir restrictor saggi sink swing that titan yeah,[26],
hp53QR-UwfM,away break buet bullet dad far guitar im loud music noth proof shout sing ss stage stone talk titanium,"[49, 205]",
fF0pHY9UTR4,afterward aggress attack bell blade blitz blitzkrieg cater correctli defens east element exhaust immedi leagu nearbi oppon opposit panic react republ sabbath shred spark start studi surpris thu translat uppercut visual westbi,[92],
fyrQbocjG74,big brave brownington dri guy hair im infinit laura meant met mixtur mn next oil ponytail pro scalp see shampoo summer sure theyr tina updat video week wish,"[50, 65, 355]",
imSqm0CKXdo,ameba ami cheap erot fuzzi gusto hola lake lazi lesson maria me mucho photo sonia soriano tutori varuna yoga,"[50, 65]",
P-xe2XxJJQc,actual card comparison cool differ featur gb gpu haswel hot link memori mhz new port see,[887],
1O8aNE5SCyI,actual bite blizzard chocol cracker cream flavor go graham ice june marshmallow month pretti smore,[11],
TQC925OKgGc,charlott dye dylan embroid ill insol instagram leather legit like pickup pictur recap receipt sneaker sued thank trade unbox,"[148, 253]",
NYpDBepn1Bg,bang busi cl click hit hoe hurt kill mur murder pride,"[72, 98, 240]",
NbsYM9_ClGI,bobbi bright camera captain coola cooler friend governor hali helicopt hello record river see spin still sun twin,"[2, 76, 419, 1271, 3160]",
Ncs5z4-mmmM,coat design dont excit fashion favorit go inspir know like lot night show skirt sort spring summer uh um vintag wear whole winter,"[66, 3701]",
RAkFDHQHuwk,crawl fabric fold go guinea keep like need piec pig roll size someth take towel tube tunnel unrol would,"[15, 1353]",
ihyMVXVed-I,adhes antenna assembl av care coax compon connector cover dental discard flex frame ihf lcd pwb remov shown ui unlock,"[21, 24]",
iheqk758NfM,behavior bowl cat engag food friendli hous multipl need water,"[18, 170]",
0HdjbdJkhn0,bluetooth compart economi engin four fuel gotestdriveca jeep light norm phone power radio right rubicon sahara seat see that transmiss twoo uh vehicl wrangler,"[2, 7, 297, 742]",
C9Uo2Uq5mB8,bre ding drive everybodi fire greater im lay live night tast transpir watch,"[3, 4, 13]",
G8cS55IzD9Q,music,"[0, 12]",
V5z7FTBcBF8,applaus music,"[9, 10, 34, 37, 1065]",
-oZ_K1Qh68s,arrest awesom ayen car charm crocker cup expedit featur hayden hi holder kroer lock manni mugger nowaday one phil rear spacey spaciou thingi twister viiew wao whoop,"[2, 7, 165]",
q7iLt0rJ7n8,board camber feel flex flexi happi hour lift like stabl tip,[491],
bv6TAmZQ9dQ,ahead around ashford barg bitter bother dexter dont dr drifter easter foreign girl god gut harsh kidnap lab let merchandis music nambi okay pam run said standbi thank valentin whoa,"[0, 1, 35, 1327, 2377]",
